,bathrooms,bedrooms,building_id,created,description,display_address,features,interest_level,latitude,listing_id,longitude,manager_id,photos,price,street_address,price_scaled,GeoC,county,neigh,cl_sub
59053,2.0,2,8e38b5a741f7e7415e8286063ffd73dc,2016-05-20 02:50:32,"LUXURIOUS 2BR in the heart of Chelsea.<br /><br />BRIGHT apartment featuring a high end open kitchen with stainless steel appliances and dishwasher, spacious living room, marble bathrooms, King-Sized bedrooms, hardwood floors and high ceilings.<br /><br />Luxurious building offering full time doorman, laundry and elevator.<br /><br /><p><a  website_redacted ",West 23rd Street,"['Doorman', 'Elevator', 'Laundry in Building', 'Dishwasher', 'Dogs Allowed', 'Cats Allowed']",low,40.743,7041549,-73.9937,e9b44e6f8e12e6b241e01645278ce2a4,"['https://photos.renthop.com/2/7041549_ec4b5e01b7de33bdf482cc15bb259325.jpg', 'https://photos.renthop.com/2/7041549_57a10e4a70c70958bda91c180f4925b8.jpg', 'https://photos.renthop.com/2/7041549_2ed55bf1dc9bf7f6d7df1de85a815602.jpg', 'https://photos.renthop.com/2/7041549_0c206b18db1d6239a44727e8a4d84116.jpg', 'https://photos.renthop.com/2/7041549_527c422e20d8044a391284a3ed197341.jpg']",5749,120 West 23rd Street,1437.25,"40.743,-73.9937", New York County,not available,79.13356344624613
102671,1.0,0,0,2016-04-08 01:36:31,"Large quiet studio with city views in Hudson Yard in a luxury doorman building.Over sized windows, granite counter, stainless steel appliances and marble bath.Minutes from Hudson River Park for plenty of green space.Building includes gym, bike room, storage room, roof deck, laundry in building and concierge service.Pets allowed.Inquire about concessions.Please contact M-S from 7am-11pm. ",West 37th Street,"['Doorman', 'Fitness Center', 'Dogs Allowed', 'Cats Allowed']",low,40.7562,6841697,-73.9968,711e35efeccf6dba7e35936ff483b26c,[],2750,455 West 37th Street,2750.0,"40.7562,-73.9968", New York County,not available,463.3776104760769
117858,2.0,4,0,2016-04-16 04:58:51,"HUGE! Gut-renovated and gorgeous! This top floor, sun-drenched 4-bedroom, 2-bathroom apartment features a spacious common area with a great, open floorplan; granite kitchen w/ stainless steel appliances, including dishwasher & microwave; 2 pristinely tiled bathrooms with brand new fixtures; 1 king-sized and 3 queen-sized bedrooms; beautifully restored hardwood floors; recessed lighting; sweeping views; and great closet space!<br /><br />The beautifully maintained, elevator building boasts a restored marble lobby with original crown moldings and full-time maintenance staff & live-in super.<br /><br />Located on a tree-lined, west-of-Broadway block - gorgeous parks, the Hudson River Greenway, fantastic dining, unique shopping and everything historic Washington Heights has to offer are all just outside your door! The A & 1 trains are each less than three blocks away.<br /><br />Call Carrie today to make this incredible space your new home for NO FEE!<br /><br />-------------Listing courtesy of Miron Properties. All material herein is intended for information purposes only and has been compiled from sources deemed reliable. Though information is believed to be correct, it is presented subject to errors, omissions, changes or withdrawal without notice.  Miron Properties is a licensed Real Estate Broker.  www.MironProperties.com<p><a  website_redacted ",W 180th St,"['Dishwasher', 'Hardwood Floors', 'No Fee']",low,40.8495,6884014,-73.9369,984bafb90a226f871b2903ed61d0ad42,"['https://photos.renthop.com/2/6884014_3df06b1915fe92aa9f08324e69383eea.jpg', 'https://photos.renthop.com/2/6884014_15ddec4c310426703fa50d18646876ce.jpg', 'https://photos.renthop.com/2/6884014_7ef29c8c06ffa14eb606c1b9e175b1c3.jpg', 'https://photos.renthop.com/2/6884014_d3c8809cc6fc83f968be2984013ad241.jpg', 'https://photos.renthop.com/2/6884014_78c11c70d3936aabedba1edb78643497.jpg', 'https://photos.renthop.com/2/6884014_06b39cbf2cb01c6b36876a0f9f3d2467.jpg', 'https://photos.renthop.com/2/6884014_ec1f346a6876f596ed053bca7da1050c.jpg', 'https://photos.renthop.com/2/6884014_f71e2307a6ef88f2c28c23235df9fa86.jpg']",3995,700 W 180th St,665.8333333333334,"40.8495,-73.9369", New York County,not available,259.89094229970976
71318,1.0,3,c94301249b8c09429d329864d58e5b82,2016-05-07 05:43:05,"Location, Location, Location!!! If the perfect combination of modern luxury and prime location is what you seek, come experience the ultimate Manhattan lifestyle in this unique Grand FLEX THREE BEDROOM that FEATURES: Endless Circulating Purified Air, High ceilings, Bamboo wood floors, State-of-the-art open kitchen, Natural-Stone Countertops,including stainless steel appliances, dish washer, Large Closets in every room, microwave, sound proof windows, uv lights, marble on suite bathrooms in each room, Rain drop shower heads.Extra-large windows to enhance the incomparable views.Located in a Eco friendly luxury high rise in FINANCIAL DISTRICT. The featured AMENITIES include: 24-hour Concierge, Bicycle Storage, , Fitness Center, Garage, Landscaped Rooftop , Pet Friendly, Storage, Washer and dryer, Valet, dry cleaning, in house cleaning, Wi-Fi . UTILITIES INCLUDED IN THE RENT EXCEPT ELECTRIC .Contact me directly  at kagglemanager@renthop.com calll or text Edwin 991-870-3267<br /><br /><br /><br /><br /><br /><p><a  website_redacted ",Gold Street,"['Swimming Pool', 'Roof Deck', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry in Building', 'Laundry in Unit', 'Dishwasher', 'Hardwood Floors', 'No Fee']",low,40.7074,6980600,-74.0069,2aa9bfa5f67ed9997ea341dee8a3a271,"['https://photos.renthop.com/2/6980600_50671254e985379150ef88af7ee27651.jpg', 'https://photos.renthop.com/2/6980600_da767a7983f1f83a881f1b10070b29aa.jpg', 'https://photos.renthop.com/2/6980600_29ad6d4ad65566090b2ea7ca4dc1a87d.jpg', 'https://photos.renthop.com/2/6980600_546650c7c5f24f9f2434ebdf1410c8b1.jpg', 'https://photos.renthop.com/2/6980600_db328e317aa8fb7f95197d4111147c9f.jpg']",3550,2 Gold Street,887.5,"40.7074,-74.0069", New York County,not available,196.7185649981166
64311,1.0,1,ea084f01cc956506019c9543636f98ad,2016-05-05 02:41:39,"***NO FEE***When most people think of New York City, they envision the bright lights, tall buildings and bustling crowds of Times Square and the Theater District. Midtown West, which spreads from 30th Street to 59th Street on the west side of Fifth Avenue over to the Hudson River, offers these and many more of Manhattan?s most frequented sites, as well as places of business and every kind of enticement from the performing to culinary arts.<br /><br />*ONE BEDROOM APARTMENT *BRAND NEW RENOVATION *BRIGHT AND SPACIOUS *BRAND NEW KITCHEN *HARDWOOD FLOORS *<br /><br />***FOR A PRIVATE VIEWING CONTACT LANA ANYTIME AND ANY DAY ***FEEL FREE TO CALL/TEXT/EMAIL **CELL:121-690-6327 -E-mail: kagglemanager@renthop.com ***I COVER ALL THE NO FEE BUILDINGS IN THIS AREA<br /><br /><p><a  website_redacted ",W 54 St.,"['Dishwasher', 'Hardwood Floors', 'No Fee', 'Dogs Allowed', 'Cats Allowed']",medium,40.7645,6967186,-73.9833,03a4fc35175366d742f77d25dcbc570d,"['https://photos.renthop.com/2/6967186_052ee1dbe1cd8a06b002da88a6053501.jpg', 'https://photos.renthop.com/2/6967186_2b7cd8d1a5b244933522363acbcc0b0c.jpg', 'https://photos.renthop.com/2/6967186_c538c44aecc53ed9dc9e2cf2d82d84a9.jpg']",2500,243 W 54 St.,1250.0,"40.7645,-73.9833", New York County,not available,217.13954137391903
85172,1.0,1,f8f4cfdff64a1d34cba52223ec57baaf,2016-04-25 05:24:07,"Renovated kitchen with an abundance of counter and cabinets. Strip wood flooring throughout and full windowed bathroom. Set up allows for a straight one bedroom or share. Five flights up to this top floor one bedroom.Please note this unit is a new vacancy - pictures show the unit prior to work being carried out - painting and cleaning in progress.To schedule a showing, contact James Bass:(947-197-9531  kagglemanager@renthop.com<br /><br /><br /><br /><br /><br /><p><a  website_redacted ",East 78th Street,[],low,40.77,6922983,-73.9491,b1b1852c416d78d7765d746cb1b8921f,"['https://photos.renthop.com/2/6922983_b42cdaf63e9e7d966fe5a5dedbfeb417.jpg', 'https://photos.renthop.com/2/6922983_4dcaec117f5a1a76af36b773b865bf5e.jpg', 'https://photos.renthop.com/2/6922983_58e3495607e8f4daf6d825932dcdb46b.jpg', 'https://photos.renthop.com/2/6922983_c6de0d8605ad960dc50bdac1910077f4.jpg', 'https://photos.renthop.com/2/6922983_b22fbfa8ddd05a1dfb9edc5b0ec8fbd9.jpg', 'https://photos.renthop.com/2/6922983_78c3891f9f019cbdcf606820170d454a.jpg', 'https://photos.renthop.com/2/6922983_609579ccc82b949d2c665adab0e25ee9.jpg', 'https://photos.renthop.com/2/6922983_192803f78d183495f5cbc8d0cb860819.jpg', 'https://photos.renthop.com/2/6922983_d70f63cce01ef6c9dc862e751ab9a324.jpg', 'https://photos.renthop.com/2/6922983_9aa42dcd13470ef89dc9180e97eccb02.jpg', 'https://photos.renthop.com/2/6922983_4e653281c637a4dc517e5d7428f3dc8c.jpg']",2325,531 East 78th Street,1162.5,"40.77,-73.9491", New York County,not available,793.1785502504672
36142,1.0,0,8b62a22156d6c3d30de767b5bb88d85f,2016-06-23 02:13:24,"This charming studio apartment has high ceilings, stainless steel appliances, unique black granite counter-tops, hardwood floors throughout the apartment, great closet space, floor-to-ceiling windows, and a very functional layout. The Addison offers modern, downtown Brooklyn living in the exclusive Boerum Hill neighborhood. Each apartment features granite counter-tops, washer/dryer, stainless steel appliances, and hardwood flooring throughout the apartment. The Addison offers modern, downtown Brooklyn living in the exclusive Boerum Hill neighborhood. Each apartment features granite counter-tops, washer/dryer (select units), stainless steel appliances, and hardwood flooring throughout the apartment. The Addison is owned and professionally managed by Waterton Residential New York, LLC. Visit www.addisonbklyn.com for additional rental information, floor plans and photos.",Schermerhorn St,"['Doorman', 'Elevator', 'Fitness Center', 'Bike room', 'Common parking/Garage', 'Courtyard', 'Full-time doorman', 'Gym/Fitness', 'Lounge room', 'Luxury building', 'Cats Allowed', 'Dogs Allowed']",low,40.6887,7203251,-73.9851,0e53b32a013810c4b3d86299425a658c,"['https://photos.renthop.com/2/7203251_f402f51294e57ae3b0553f40d917fb54.jpg', 'https://photos.renthop.com/2/7203251_159314928ad5108f386e236b8876159f.jpg', 'https://photos.renthop.com/2/7203251_d13b6e26d1395940155c7f1c11b7ea8e.jpg', 'https://photos.renthop.com/2/7203251_049ffd937e777fc1f59e930b12989b1c.jpg', 'https://photos.renthop.com/2/7203251_6c81047a1e33103b625a427194885a8f.jpg', 'https://photos.renthop.com/2/7203251_16927c581559a88bd157b61b1d1002d4.jpg', 'https://photos.renthop.com/2/7203251_c2612ea08ebeb65c449484707bdfaf7a.jpg']",2325,225 Schermerhorn St,2325.0,"40.6887,-73.9851", Kings County,not available,32.81871823973574
26495,1.0,2,0,2016-06-15 12:00:56,AMAZING GRAMERCY!! E 19TH/2ND AVE** VERY LARGE TRUE 2BR!!! QUEEN SIZE BEDROOMS!! LARGE LIVING ROOM!! PETS ARE OK!RARE FIND!!!,E 19TH STREET AND 2ND AVE ,"['Cats Allowed', 'Dogs Allowed']",medium,40.7354,7165165,-73.9827,edd073f8dea85637f8b7d589faa7902b,"['https://photos.renthop.com/2/7165165_d17811a76c15514e54ed7982d11db693.jpg', 'https://photos.renthop.com/2/7165165_8e38deec6d843732d4d241277901bf7e.jpg', 'https://photos.renthop.com/2/7165165_bfc6a6a964f98b3661dcebb3b57095f6.jpg', 'https://photos.renthop.com/2/7165165_e901f62bc93d93d9ac42a080d3afd706.jpg', 'https://photos.renthop.com/2/7165165_4e2cd88fd7bdbf84cd7ac0d17fc753d2.jpg', 'https://photos.renthop.com/2/7165165_c183bb4fc34bd94183316d5eff6e49eb.jpg']",3125,E 19TH STREET AND 2ND AVE ,1041.6666666666667,"40.7354,-73.9827", New York County,not available,396.0786812705615
111701,1.0,0,29cf96a6ae28544ba61e975fea547d6c,2016-04-18 02:29:38,<p><a  website_redacted ,E 29 Street,"['Doorman', 'Elevator', 'Loft', 'Dogs Allowed', 'Cats Allowed']",low,40.7426,6888943,-73.9808,adc78551023267957c70b48c5c52ed75,"['https://photos.renthop.com/2/6888943_44f879eadf08e776eeb4b4b50dad748d.jpg', 'https://photos.renthop.com/2/6888943_5b5ad41c35b26560eb70f3454fb88a8a.jpg', 'https://photos.renthop.com/2/6888943_3b883c31ac774b70c0c74ae65097420c.jpg', 'https://photos.renthop.com/2/6888943_e634aaf232ef5d447e1b5a9f92350c12.jpg', 'https://photos.renthop.com/2/6888943_9087a60f215b6e3d0e34a0c4c8747636.jpg']",2450,154 E 29 Street,2450.0,"40.7426,-73.9808", New York County,not available,297.1931360817304
91670,1.0,0,76b57d3de48cd752b9b7c3d30b9dbbf7,2016-04-20 02:34:53,"Washer Dryer in unit! Junior One bedroom, fully renovated! This apartment is brand new, top to bottom! Very charming, with exposed brick, stainless steel kitchen, modern bathroom and hardwood floors.call or text 086-171-7979<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ",Rivington Street,['Hardwood Floors'],low,40.719,6898775,-73.9855,d0f2082e8b795095061785ef5e8ac9e7,"['https://photos.renthop.com/2/6898775_1ede6fd31493240c7cc6e2a79e3a7002.jpg', 'https://photos.renthop.com/2/6898775_e602075f2f6894ce1ba067277ad9da20.jpg', 'https://photos.renthop.com/2/6898775_0ed91c13d215048178ecfe35d0026f15.jpg', 'https://photos.renthop.com/2/6898775_8077832a02da1c785fffe345e1e7a230.jpg', 'https://photos.renthop.com/2/6898775_5e625a1ced37efe640b88e6c609eb7d9.jpg']",2295,157 Rivington Street,2295.0,"40.719,-73.9855", New York County,not available,178.7890505178634
118278,1.0,2,a0c4ddcced99ef51b9d5bae8b8aca5b9,2016-04-23 05:32:29,CALL OR TEXT LESLIE TO VIEW: 301-042-4502 OR EMAIL:kagglemanager@renthop.com<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ,Riverside Drive,"['Elevator', 'Laundry in Building']",medium,40.8373,6916693,-73.9466,1729cc4d62ab0cec44dcfd6757d44d65,"['https://photos.renthop.com/2/6916693_460509931f23fcfffc1764f8c6c92831.jpg', 'https://photos.renthop.com/2/6916693_1e972662e9617e4ee8e398d81c242c4d.jpg', 'https://photos.renthop.com/2/6916693_cc76d56de2f5fd6acfb28eb8af513627.jpg', 'https://photos.renthop.com/2/6916693_7fabfded05ad73428a09e1a1edfa4afe.jpg', 'https://photos.renthop.com/2/6916693_86325b43815c9d4ad20a69dc047137d3.jpg']",2600,884 Riverside Drive,866.6666666666666,"40.8373,-73.9466", New York County,not available,389.59426011612095
49,1.0,1,530db036533ea851fabd1c5e7b9bc3d0,2016-06-16 03:23:57,"Beautiful  1BR in the Upper West SideAmenities:Dishwasher, Hardwood, High Ceilings, Renovated, Granite Kitchen, LightDescription:Stunning, Large 1bedroom!Extra large one bedroom townhouse apartment, with lots of natural light, high ceilings and plenty of storage. This beautiful and spacious apartment has been fully upgraded throughout including: newly finished floors, fully new kitchen including stainless appliances, granite countertop, travertine backsplash, stainless undermount sink with gooseneck faucet, full spa quality bathroom renovation, new light fixtures throughout, wood-burning fireplace, lots of closet space and overhead storage. The building is on a beautiful tree-lined residential block between West End Ave. and Riverside Drive with easy access to Riverside Park<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ",W 77 Street,['Hardwood Floors'],low,40.783,7168225,-73.9828,17204fa7e500e3ea4efb3e0f801669aa,"['https://photos.renthop.com/2/7168225_c9d0b586258e1edf25e30cc446891e9b.jpg', 'https://photos.renthop.com/2/7168225_6258b797bff6a17acd063f908e61ef70.jpg', 'https://photos.renthop.com/2/7168225_ae7ed3963cdbd678a651a94f10b64488.jpg', 'https://photos.renthop.com/2/7168225_3bbd3f43a66949c50f3112f266dda1ce.jpg', 'https://photos.renthop.com/2/7168225_a8070f359501ea7a5cfae8da2740a337.jpg']",3200,308 W 77 Street,1600.0,"40.783,-73.9828", New York County,not available,264.53539950352365
98417,1.0,3,7d322d1ffb60203a9d2dd7e36ab5d115,2016-04-10 03:43:06,"        Live the West Village Lifestyle! This is a sunny and spacious fiully renovated large 2 bedroom, granite kitchen with island, stainless steel appliances, dishwasher, microwave, granite counter tops, granite bathroom, exposed brick, 3 large closets, very sunny, high ceilings, hardwood floors, steps to NYU, near subways and buses, ideal West Village location!<br /><br />Call or text for a showing today!",West 10th Street,"['Cats Allowed', 'Dogs Allowed']",low,40.7347,6852499,-74.0009,e6472c7237327dd3903b3d6f6a94515a,"['https://photos.renthop.com/2/6852499_1287e0441d14375c19074b279e40cb9e.jpg', 'https://photos.renthop.com/2/6852499_34cd48228bed730e4d96313a5ff745bf.jpg', 'https://photos.renthop.com/2/6852499_94403a62ca8557bb91516a435b95c203.jpg', 'https://photos.renthop.com/2/6852499_f7fc99224468b84d175d4eaa56b14c45.jpg', 'https://photos.renthop.com/2/6852499_7aac7850255c9a00d274296dee3bdf42.jpg', 'https://photos.renthop.com/2/6852499_b6f3d4e68abeff260307fe793943327e.jpg', 'https://photos.renthop.com/2/6852499_fa9a47e9a7f12c9252a1976e3e19658f.jpg', 'https://photos.renthop.com/2/6852499_c10b6845126ee1459ae1caef5aee2235.jpg', 'https://photos.renthop.com/2/6852499_de94e87052e40eea1625a4ce9258b412.jpg', 'https://photos.renthop.com/2/6852499_affc93da3a36127bda221b70b07cc283.jpg', 'https://photos.renthop.com/2/6852499_c1c40ae1b172f7ab0cea5d9e1fc4d3d6.jpg', 'https://photos.renthop.com/2/6852499_12565a4b8447261b90f1bce79d323d34.jpg', 'https://photos.renthop.com/2/6852499_ab556a29ba37a15b0d7be3e3bc846cee.jpg']",5995,141 West 10th Street,1498.75,"40.7347,-74.0009", New York County,not available,221.0321053266875
48963,3.0,2,9d6ef93ad53c2e2e4db816576b9c4422,2016-05-05 01:55:49,"NOTE:  This apartment shows once only, there is a waitlist of people waiting to view with their documents prepared. You will have one chance to view it, at one specific time, and many people viewing it have their APPLICATIONS FILLED OUT ALREADY!DescriptionThis is a rare 2 bedroom 3.5 bathroom triplex with a huge private terrace and a balcony. This penthouse is full of character with 3 working fireplaces, gorgeous staircases, tons of space and an incredible skylight/glass ceiling living room offering amazing views of New York skylign and stars. All renovated with an eat in kitchen with new, state of the art, stainless steel appliances including a dishwasher and granite counter tops. Chic recessed lighting. Marble tiled bathrooms. This triplex combines retro charm with modern details. Located on a quiet, tree-lined block in an elevator mid-rise building. Conveniently located Steps to 6 train and few blocks away from Penn station, next to restaurants and nightlife that Midtown has to offer. available for an immediate move-in. 40x rent annual income required. Guarantors are accepted.",East 36th street,"['Cats Allowed', 'Dogs Allowed']",low,40.7474,6966447,-73.9775,95f23db28b91c719b620588a76baf84a,"['https://photos.renthop.com/2/6966447_cac6e41bb442e70be7d156d319d812c4.jpg', 'https://photos.renthop.com/2/6966447_6e6b753d5d60e41fb0479d523a4e4181.jpg', 'https://photos.renthop.com/2/6966447_c8bdc52d052cafd19319e2effd8ad0b9.jpg', 'https://photos.renthop.com/2/6966447_37c47a3e3879562cc0033d1ece0231c5.jpg', 'https://photos.renthop.com/2/6966447_02816519a5b5db74b24726f9c45e550e.jpg', 'https://photos.renthop.com/2/6966447_a603f28cef81e4330aab288f2f7ce00a.jpg', 'https://photos.renthop.com/2/6966447_768ed76d672c26e98f7d46c384345eb8.jpg', 'https://photos.renthop.com/2/6966447_096defa19530d4d98f60767e6e72d8e6.jpg', 'https://photos.renthop.com/2/6966447_2fc5ec37394ff3b27eefc4e118dbbdba.jpg']",6875,163 east 36th street,1375.0,"40.7474,-73.9775", New York County,not available,413.29850963929204
